Time,time,t_in,t_out
2016-04-30 08:10:00,0.0,22.125,22.5
2016-04-30 08:15:00,300.0,22.125,18.5
2016-04-30 08:20:00,600.0,22.125,16.312
2016-04-30 08:25:00,900.0,22.125,15.375
2016-04-30 08:30:00,1200.0,22.125,15.0
2016-04-30 08:35:00,1500.0,22.125,14.937000000000001
2016-04-30 08:40:00,1800.0,22.25,15.0
2016-04-30 08:45:00,2100.0,22.375,15.062000000000001
2016-04-30 08:50:00,2400.0,22.436999999999998,15.312000000000001
2016-04-30 08:55:00,2700.0,22.625,15.875
2016-04-30 09:00:00,3000.0,22.811999999999998,16.25
2016-04-30 09:05:00,3300.0,23.0,16.375
2016-04-30 09:10:00,3600.0,23.25,16.875
2016-04-30 09:15:00,3900.0,23.5,17.062
2016-04-30 09:20:00,4200.0,23.811999999999998,17.312
2016-04-30 09:25:00,4500.0,24.061999999999998,17.625
2016-04-30 09:30:00,4800.0,24.375,18.125
2016-04-30 09:35:00,5100.0,24.75,18.312
2016-04-30 09:40:00,5400.0,25.061999999999998,18.687
2016-04-30 09:45:00,5700.0,25.436999999999998,19.25
2016-04-30 09:50:00,6000.0,25.811999999999998,19.625
2016-04-30 09:55:00,6300.0,26.25,20.125
2016-04-30 10:00:00,6600.0,26.686999999999998,20.187
2016-04-30 10:05:00,6900.0,27.061999999999998,20.625
2016-04-30 10:10:00,7200.0,27.5,21.186999999999998
2016-04-30 10:15:00,7500.0,27.936999999999998,21.436999999999998
2016-04-30 10:20:00,7800.0,28.375,21.875
2016-04-30 10:25:00,8100.0,28.75,22.25
2016-04-30 10:30:00,8400.0,29.186999999999998,22.436999999999998
2016-04-30 10:35:00,8700.0,29.625,23.125
2016-04-30 10:40:00,9000.0,30.0,23.5
2016-04-30 10:45:00,9300.0,30.436999999999998,23.625
2016-04-30 10:50:00,9600.0,30.875,24.125
2016-04-30 10:55:00,9900.0,31.25,24.561999999999998
2016-04-30 11:00:00,10200.0,31.686999999999998,24.875
2016-04-30 11:05:00,10500.0,32.062,25.625
2016-04-30 11:10:00,10800.0,32.437,26.186999999999998
2016-04-30 11:15:00,11100.0,32.875,26.811999999999998
2016-04-30 11:20:00,11400.0,33.312,27.375
2016-04-30 11:25:00,11700.0,33.687,27.625
2016-04-30 11:30:00,12000.0,34.062,27.875
2016-04-30 11:35:00,12300.0,34.5,28.311999999999998
2016-04-30 11:40:00,12600.0,34.875,28.125
2016-04-30 11:45:00,12900.0,35.25,27.936999999999998
2016-04-30 11:50:00,13200.0,35.625,28.125
2016-04-30 11:55:00,13500.0,35.937,28.686999999999998
2016-04-30 12:00:00,13800.0,36.312,29.125
2016-04-30 12:05:00,14100.0,36.625,29.186999999999998
2016-04-30 12:10:00,14400.0,36.937,29.5
2016-04-30 12:15:00,14700.0,37.25,30.0
2016-04-30 12:20:00,15000.0,37.562,30.436999999999998
2016-04-30 12:25:00,15300.0,37.875,30.75
2016-04-30 12:30:00,15600.0,38.187,31.125
2016-04-30 12:35:00,15900.0,38.5,31.561999999999998
2016-04-30 12:40:00,16200.0,38.875,32.0
2016-04-30 12:45:00,16500.0,39.187,32.375
2016-04-30 12:50:00,16800.0,39.5,32.687
2016-04-30 12:55:00,17100.0,39.75,32.562
2016-04-30 13:00:00,17400.0,40.0,32.75
2016-04-30 13:05:00,17700.0,40.25,32.5
2016-04-30 13:10:00,18000.0,40.437,32.812
2016-04-30 13:15:00,18300.0,40.625,32.937
2016-04-30 13:20:00,18600.0,40.812,33.25
2016-04-30 13:25:00,18900.0,41.062,33.75
2016-04-30 13:30:00,19200.0,41.25,33.0
2016-04-30 13:35:00,19500.0,41.375,32.125
2016-04-30 13:40:00,19800.0,41.5,32.562
2016-04-30 13:45:00,20100.0,41.625,33.375
2016-04-30 13:50:00,20400.0,41.75,34.125
2016-04-30 13:55:00,20700.0,41.937,34.437
2016-04-30 14:00:00,21000.0,42.062,34.312
2016-04-30 14:05:00,21300.0,42.25,34.937
2016-04-30 14:10:00,21600.0,42.437,35.0
2016-04-30 14:15:00,21900.0,42.5,34.437
2016-04-30 14:20:00,22200.0,42.562,34.437
2016-04-30 14:25:00,22500.0,42.625,34.937
2016-04-30 14:30:00,22800.0,42.75,35.0
2016-04-30 14:35:00,23100.0,42.75,34.875
2016-04-30 14:40:00,23400.0,42.812,35.437
2016-04-30 14:45:00,23700.0,42.875,35.875
2016-04-30 14:50:00,24000.0,42.937,35.562
2016-04-30 14:55:00,24300.0,42.875,35.625
2016-04-30 15:00:00,24600.0,42.937,36.125
2016-04-30 15:05:00,24900.0,42.937,36.437
2016-04-30 15:10:00,25200.0,43.0,35.937
2016-04-30 15:15:00,25500.0,42.937,36.25
2016-04-30 15:20:00,25800.0,42.937,36.687
2016-04-30 15:25:00,26100.0,42.937,35.937
2016-04-30 15:30:00,26400.0,42.875,36.0
2016-04-30 15:35:00,26700.0,42.75,36.125
2016-04-30 15:40:00,27000.0,42.687,36.312
2016-04-30 15:45:00,27300.0,42.625,36.312
2016-04-30 15:50:00,27600.0,42.5,35.687
2016-04-30 15:55:00,27900.0,42.375,36.062
2016-04-30 16:00:00,28200.0,42.312,36.625
2016-04-30 16:05:00,28500.0,42.187,36.625
2016-04-30 16:10:00,28800.0,42.062,36.75
2016-04-30 16:15:00,29100.0,41.875,36.937
2016-04-30 16:20:00,29400.0,41.75,37.125
2016-04-30 16:25:00,29700.0,41.625,37.375
2016-04-30 16:30:00,30000.0,41.5,37.937
2016-04-30 16:35:00,30300.0,41.375,37.937
2016-04-30 16:40:00,30600.0,41.187,38.125
2016-04-30 16:45:00,30900.0,41.062,37.75
2016-04-30 16:50:00,31200.0,40.812,38.062
2016-04-30 16:55:00,31500.0,40.687,38.375
2016-04-30 17:00:00,31800.0,40.5,38.75
2016-04-30 17:05:00,32100.0,40.375,38.875
2016-04-30 17:10:00,32400.0,40.187,38.75
2016-04-30 17:15:00,32700.0,40.0,38.5
2016-04-30 17:20:00,33000.0,39.875,38.125
2016-04-30 17:25:00,33300.0,39.625,37.25
2016-04-30 17:30:00,33600.0,39.437,36.562
2016-04-30 17:35:00,33900.0,39.25,35.875
2016-04-30 17:40:00,34200.0,39.125,34.062
2016-04-30 17:45:00,34500.0,38.937,33.5
2016-04-30 17:50:00,34800.0,38.75,32.875
2016-04-30 17:55:00,35100.0,38.562,32.25
2016-04-30 18:00:00,35400.0,38.375,31.811999999999998
2016-04-30 18:05:00,35700.0,38.187,31.936999999999998
2016-04-30 18:10:00,36000.0,38.0,31.811999999999998
2016-04-30 18:15:00,36300.0,37.75,31.436999999999998
2016-04-30 18:20:00,36600.0,37.562,31.0
2016-04-30 18:25:00,36900.0,37.375,30.811999999999998
2016-04-30 18:30:00,37200.0,37.187,30.311999999999998
2016-04-30 18:35:00,37500.0,37.0,30.0
2016-04-30 18:40:00,37800.0,36.75,29.686999999999998
2016-04-30 18:45:00,38100.0,36.5,29.186999999999998
2016-04-30 18:50:00,38400.0,36.25,28.686999999999998
2016-04-30 18:55:00,38700.0,35.937,27.436999999999998
2016-04-30 19:00:00,39000.0,35.562,26.061999999999998
2016-04-30 19:05:00,39300.0,35.062,24.936999999999998
2016-04-30 19:10:00,39600.0,34.5,23.936999999999998
2016-04-30 19:15:00,39900.0,33.937,23.0
2016-04-30 19:20:00,40200.0,33.437,22.125
2016-04-30 19:25:00,40500.0,32.937,21.375
2016-04-30 19:30:00,40800.0,32.5,20.625
2016-04-30 19:35:00,41100.0,32.0,20.0
2016-04-30 19:40:00,41400.0,31.561999999999998,19.375
2016-04-30 19:45:00,41700.0,31.186999999999998,18.812
2016-04-30 19:50:00,42000.0,30.75,18.312
2016-04-30 19:55:00,42300.0,30.375,17.875
2016-04-30 20:00:00,42600.0,29.936999999999998,17.5
2016-04-30 20:05:00,42900.0,29.5,17.125
2016-04-30 20:10:00,43200.0,29.125,16.687
2016-04-30 20:15:00,43500.0,28.75,16.375
2016-04-30 20:20:00,43800.0,28.375,16.0
2016-04-30 20:25:00,44100.0,27.936999999999998,15.75
2016-04-30 20:30:00,44400.0,27.561999999999998,15.437000000000001
2016-04-30 20:35:00,44700.0,27.186999999999998,15.125
2016-04-30 20:40:00,45000.0,26.875,14.937000000000001
2016-04-30 20:45:00,45300.0,26.5,14.625
2016-04-30 20:50:00,45600.0,26.186999999999998,14.375
2016-04-30 20:55:00,45900.0,25.811999999999998,14.125
2016-04-30 21:00:00,46200.0,25.436999999999998,13.875
2016-04-30 21:05:00,46500.0,25.125,13.875
2016-04-30 21:10:00,46800.0,24.811999999999998,13.875
2016-04-30 21:15:00,47100.0,24.561999999999998,13.687000000000001
2016-04-30 21:20:00,47400.0,24.311999999999998,13.5
2016-04-30 21:25:00,47700.0,24.0,13.312000000000001
2016-04-30 21:30:00,48000.0,23.686999999999998,13.062000000000001
2016-04-30 21:35:00,48300.0,23.375,12.875
2016-04-30 21:40:00,48600.0,23.061999999999998,12.687000000000001
2016-04-30 21:45:00,48900.0,22.75,12.625
2016-04-30 21:50:00,49200.0,22.5,12.437000000000001
2016-04-30 21:55:00,49500.0,22.25,12.312000000000001
2016-04-30 22:00:00,49800.0,22.0,12.187000000000001
2016-04-30 22:05:00,50100.0,21.75,12.062000000000001
2016-04-30 22:10:00,50400.0,21.5,11.937000000000001
2016-04-30 22:15:00,50700.0,21.25,11.875
2016-04-30 22:20:00,51000.0,21.0,11.812000000000001
2016-04-30 22:25:00,51300.0,20.811999999999998,11.75
2016-04-30 22:30:00,51600.0,20.625,11.75
2016-04-30 22:35:00,51900.0,20.375,11.75
2016-04-30 22:40:00,52200.0,20.187,11.812000000000001
2016-04-30 22:45:00,52500.0,20.0,11.812000000000001
2016-04-30 22:50:00,52800.0,19.812,11.687000000000001
2016-04-30 22:55:00,53100.0,19.625,11.625
2016-04-30 23:00:00,53400.0,19.437,11.562000000000001
2016-04-30 23:05:00,53700.0,19.25,11.625
2016-04-30 23:10:00,54000.0,19.062,11.562000000000001
2016-04-30 23:15:00,54300.0,18.875,11.5
2016-04-30 23:20:00,54600.0,18.75,11.437000000000001
2016-04-30 23:25:00,54900.0,18.562,11.437000000000001
2016-04-30 23:30:00,55200.0,18.437,11.375
2016-04-30 23:35:00,55500.0,18.25,11.375
2016-04-30 23:40:00,55800.0,18.062,11.25
2016-04-30 23:45:00,56100.0,17.875,11.062000000000001
2016-04-30 23:50:00,56400.0,17.687,10.812000000000001
2016-04-30 23:55:00,56700.0,17.5,10.687000000000001
2016-05-01 00:00:00,57000.0,17.312,10.562000000000001
2016-05-01 00:05:00,57300.0,17.125,10.5
2016-05-01 00:10:00,57600.0,17.0,10.437000000000001
2016-05-01 00:15:00,57900.0,16.812,10.375
2016-05-01 00:20:00,58200.0,16.687,10.5
2016-05-01 00:25:00,58500.0,16.5,10.5
2016-05-01 00:30:00,58800.0,16.375,10.625
2016-05-01 00:35:00,59100.0,16.25,10.562000000000001
2016-05-01 00:40:00,59400.0,16.125,10.625
2016-05-01 00:45:00,59700.0,16.062,10.812000000000001
2016-05-01 00:50:00,60000.0,15.937000000000001,10.812000000000001
2016-05-01 00:55:00,60300.0,15.812000000000001,11.0
2016-05-01 01:00:00,60600.0,15.687000000000001,11.562000000000001
2016-05-01 01:05:00,60900.0,15.625,11.625
2016-05-01 01:10:00,61200.0,15.5,11.375
2016-05-01 01:15:00,61500.0,15.375,11.187000000000001
2016-05-01 01:20:00,61800.0,15.312000000000001,10.875
2016-05-01 01:25:00,62100.0,15.125,10.687000000000001
2016-05-01 01:30:00,62400.0,14.937000000000001,10.375
2016-05-01 01:35:00,62700.0,14.812000000000001,10.187000000000001
2016-05-01 01:40:00,63000.0,14.625,9.937000000000001
2016-05-01 01:45:00,63300.0,14.5,9.75
2016-05-01 01:50:00,63600.0,14.312000000000001,9.562000000000001
2016-05-01 01:55:00,63900.0,14.187000000000001,9.437000000000001
2016-05-01 02:00:00,64200.0,14.062000000000001,9.625
2016-05-01 02:05:00,64500.0,13.937000000000001,9.875
2016-05-01 02:10:00,64800.0,13.875,9.75
2016-05-01 02:15:00,65100.0,13.812000000000001,10.0
2016-05-01 02:20:00,65400.0,13.687000000000001,10.062000000000001
2016-05-01 02:25:00,65700.0,13.625,9.937000000000001
2016-05-01 02:30:00,66000.0,13.5,9.875
2016-05-01 02:35:00,66300.0,13.375,9.687000000000001
2016-05-01 02:40:00,66600.0,13.25,9.375
2016-05-01 02:45:00,66900.0,13.062000000000001,9.062000000000001
2016-05-01 02:50:00,67200.0,12.937000000000001,8.937000000000001
2016-05-01 02:55:00,67500.0,12.812000000000001,8.875
2016-05-01 03:00:00,67800.0,12.687000000000001,8.812000000000001
2016-05-01 03:05:00,68100.0,12.562000000000001,8.75
2016-05-01 03:10:00,68400.0,12.437000000000001,8.687000000000001
2016-05-01 03:15:00,68700.0,12.312000000000001,8.687000000000001
2016-05-01 03:20:00,69000.0,12.187000000000001,8.625
2016-05-01 03:25:00,69300.0,12.062000000000001,8.5
2016-05-01 03:30:00,69600.0,12.0,8.437000000000001
2016-05-01 03:35:00,69900.0,11.875,8.437000000000001
2016-05-01 03:40:00,70200.0,11.75,8.312000000000001
2016-05-01 03:45:00,70500.0,11.625,8.187000000000001
2016-05-01 03:50:00,70800.0,11.5,8.125
2016-05-01 03:55:00,71100.0,11.375,7.937
2016-05-01 04:00:00,71400.0,11.25,7.812
2016-05-01 04:05:00,71700.0,11.125,7.687
2016-05-01 04:10:00,72000.0,11.0,7.5
2016-05-01 04:15:00,72300.0,10.937000000000001,7.375
2016-05-01 04:20:00,72600.0,10.812000000000001,7.375
2016-05-01 04:25:00,72900.0,10.687000000000001,7.437
2016-05-01 04:30:00,73200.0,10.625,7.562
2016-05-01 04:35:00,73500.0,10.5,7.625
2016-05-01 04:40:00,73800.0,10.437000000000001,7.562
2016-05-01 04:45:00,74100.0,10.375,7.375
2016-05-01 04:50:00,74400.0,10.312000000000001,7.375
2016-05-01 04:55:00,74700.0,10.25,7.5
2016-05-01 05:00:00,75000.0,10.187000000000001,7.5
2016-05-01 05:05:00,75300.0,10.125,7.562
2016-05-01 05:10:00,75600.0,10.062000000000001,7.625
2016-05-01 05:15:00,75900.0,10.0,7.75
2016-05-01 05:20:00,76200.0,9.937000000000001,8.0
2016-05-01 05:25:00,76500.0,9.875,8.0
2016-05-01 05:30:00,76800.0,9.875,7.875
2016-05-01 05:35:00,77100.0,9.812000000000001,7.812
2016-05-01 05:40:00,77400.0,9.75,7.625
2016-05-01 05:45:00,77700.0,9.687000000000001,7.375
2016-05-01 05:50:00,78000.0,9.562000000000001,7.187
2016-05-01 05:55:00,78300.0,9.5,7.187
2016-05-01 06:00:00,78600.0,9.375,7.125
2016-05-01 06:05:00,78900.0,9.25,7.0
2016-05-01 06:10:00,79200.0,9.187000000000001,7.0
2016-05-01 06:15:00,79500.0,9.062000000000001,7.062
2016-05-01 06:20:00,79800.0,9.062000000000001,7.062
2016-05-01 06:25:00,80100.0,9.0,7.187
2016-05-01 06:30:00,80400.0,8.937000000000001,7.25
2016-05-01 06:35:00,80700.0,8.937000000000001,7.25
2016-05-01 06:40:00,81000.0,8.875,7.187
2016-05-01 06:45:00,81300.0,8.812000000000001,7.062
2016-05-01 06:50:00,81600.0,8.75,7.125
2016-05-01 06:55:00,81900.0,8.75,7.187
2016-05-01 07:00:00,82200.0,8.75,7.312
2016-05-01 07:05:00,82500.0,8.75,7.562
2016-05-01 07:10:00,82800.0,8.812000000000001,7.937
2016-05-01 07:15:00,83100.0,8.875,8.125
2016-05-01 07:20:00,83400.0,9.0,8.375
2016-05-01 07:25:00,83700.0,9.187000000000001,8.625
2016-05-01 07:30:00,84000.0,9.312000000000001,9.0
2016-05-01 07:35:00,84300.0,9.562000000000001,9.812000000000001
2016-05-01 07:40:00,84600.0,9.875,10.437000000000001
2016-05-01 07:45:00,84900.0,10.187000000000001,10.812000000000001
2016-05-01 07:50:00,85200.0,10.562000000000001,11.375
2016-05-01 07:55:00,85500.0,11.062000000000001,12.062000000000001
2016-05-01 08:00:00,85800.0,11.625,12.687000000000001
2016-05-01 08:05:00,86100.0,12.187000000000001,13.5
2016-05-01 08:10:00,86400.0,12.75,13.937000000000001
